# bicep3, run08 optical efficiency results, 20160201
BODY 
GCP,     MCE,     TILE,    MODULE, DET_COL, DET_ROW, MCE_COL, MCE_ROW, POL,    TYPE,   RGL,     RNTI,             PSAT_LN2,          PSAT_AMBIENT,      DPDT                 
19,      0,       8,       P2,     8,       6,       0,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
20,      0,       8,       P2,     8,       6,       0,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
21,      0,       8,       P2,     8,       8,       0,       21,      A,      D,      1,       NaN,              NaN,               NaN,               NaN                  
22,      0,       8,       P2,     NaN,     NaN,     1,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
23,      0,       8,       P2,     3,       8,       1,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
24,      0,       8,       P2,     3,       8,       1,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
25,      0,       8,       P2,     4,       2,       1,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
26,      0,       8,       P2,     4,       2,       1,       4,       B,      L,      1,       87.275545623548,  NaN,               9.96882396907097,  NaN                  
27,      0,       8,       P2,     4,       4,       1,       5,       A,      L,      1,       67.3217384859673, 10.8557946046112,  63.6896264854034,  NaN                  
28,      0,       8,       P2,     4,       4,       1,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
29,      0,       8,       P2,     4,       6,       1,       7,       A,      L,      1,       82.3751630835511, 50.0357962685899,  NaN,               NaN                  
30,      0,       8,       P2,     4,       6,       1,       8,       B,      L,      1,       128.229386599416, 20.7347148968958,  NaN,               NaN                  
31,      0,       8,       P2,     4,       8,       1,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
32,      0,       8,       P2,     4,       8,       1,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
33,      0,       8,       P2,     5,       2,       1,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
34,      0,       8,       P2,     5,       2,       1,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
35,      0,       8,       P2,     5,       4,       1,       13,      A,      L,      1,       64.9403682959511, 126.184817491034,  118.810464168489,  0.0384080902215865   
36,      0,       8,       P2,     5,       4,       1,       14,      B,      L,      1,       65.2878895727358, 101.638235524984,  96.7392204646231,  0.0255157034393817   
37,      0,       8,       P2,     5,       6,       1,       15,      A,      L,      1,       65.0417413513565, 97.533004459205,   133.258991184654,  NaN                  
38,      0,       8,       P2,     5,       6,       1,       16,      B,      L,      1,       67.4917999556972, 167.480257946783,  157.162095762161,  0.0537404280449054   
39,      0,       8,       P2,     5,       8,       1,       17,      A,      L,      1,       107.115989710261, NaN,               NaN,               NaN                  
40,      0,       8,       P2,     5,       8,       1,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
41,      0,       8,       P2,     6,       2,       1,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
42,      0,       8,       P2,     6,       2,       1,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
43,      0,       8,       P2,     NaN,     NaN,     1,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
44,      0,       8,       P2,     1,       2,       2,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
45,      0,       8,       P2,     1,       2,       2,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
46,      0,       8,       P2,     1,       4,       2,       2,       A,      L,      1,       84.5429756268487, NaN,               79.6889788572468,  NaN                  
47,      0,       8,       P2,     1,       4,       2,       3,       B,      L,      1,       45.1191449226144, NaN,               35.5385256061855,  NaN                  
48,      0,       8,       P2,     1,       6,       2,       4,       A,      L,      1,       72.7468686748579, 28.8189107813365,  42.4681430245245,  NaN                  
49,      0,       8,       P2,     1,       6,       2,       5,       B,      L,      1,       90.1504483207485, 85.6598944932998,  NaN,               NaN                  
50,      0,       8,       P2,     1,       8,       2,       6,       B,      D,      1,       NaN,              NaN,               NaN,               NaN                  
51,      0,       8,       P2,     2,       2,       2,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
52,      0,       8,       P2,     2,       2,       2,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
53,      0,       8,       P2,     2,       4,       2,       9,       A,      L,      1,       74.019103514061,  NaN,               44.642235811452,   NaN                  
54,      0,       8,       P2,     2,       4,       2,       10,      B,      L,      1,       70.5825312173054, 112.962294734045,  104.26371964788,   0.0453050785737762   
55,      0,       8,       P2,     2,       6,       2,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
56,      0,       8,       P2,     2,       6,       2,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
57,      0,       8,       P2,     2,       8,       2,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
58,      0,       8,       P2,     2,       8,       2,       14,      B,      L,      1,       107.947805783243, 18.4333280799498,  NaN,               NaN                  
59,      0,       8,       P2,     3,       2,       2,       15,      A,      L,      1,       84.8661132117434, 86.4235909619962,  74.8110215085855,  0.0604821325698473   
60,      0,       8,       P2,     3,       2,       2,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
61,      0,       8,       P2,     3,       4,       2,       17,      A,      L,      1,       62.48700989226,   53.3869726011812,  NaN,               NaN                  
62,      0,       8,       P2,     3,       4,       2,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
63,      0,       8,       P2,     3,       6,       2,       19,      A,      L,      1,       64.0570942606824, 118.336056891797,  92.113331372711,   0.136576695411908    
64,      0,       8,       P2,     3,       6,       2,       20,      B,      L,      1,       61.1020663532927, 119.91936447263,   103.992157135224,  0.08295420488232     
65,      0,       8,       P2,     NaN,     NaN,     2,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
66,      0,       8,       P2,     NaN,     NaN,     3,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
67,      0,       8,       P2,     3,       5,       3,       1,       A,      L,      1,       71.248710818313,  158.601710506462,  152.540088489727,  0.0315709480038242   
68,      0,       8,       P2,     3,       5,       3,       2,       B,      L,      1,       66.5730241924958, NaN,               NaN,               NaN                  
69,      0,       8,       P2,     3,       3,       3,       3,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
70,      0,       8,       P2,     3,       3,       3,       4,       B,      L,      1,       76.5897467605853, NaN,               161.905391603575,  NaN                  
71,      0,       8,       P2,     3,       1,       3,       5,       A,      L,      1,       149.99815386839,  NaN,               NaN,               NaN                  
72,      0,       8,       P2,     3,       1,       3,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
73,      0,       8,       P2,     2,       7,       3,       7,       A,      L,      1,       108.292902746995, 117.699929337863,  109.892975957135,  0.0406612155246289   
74,      0,       8,       P2,     2,       7,       3,       8,       B,      L,      1,       98.5394027928459, NaN,               107.097912841563,  NaN                  
75,      0,       8,       P2,     2,       5,       3,       9,       A,      L,      1,       83.3205649339644, 33.3378926203739,  111.853810823483,  NaN                  
76,      0,       8,       P2,     2,       5,       3,       10,      B,      L,      1,       75.6386062945971, NaN,               100.451806575248,  NaN                  
77,      0,       8,       P2,     2,       3,       3,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
78,      0,       8,       P2,     2,       3,       3,       12,      B,      L,      1,       79.5109397438582, 72.5713179491187,  89.2317081393412,  NaN                  
79,      0,       8,       P2,     2,       1,       3,       13,      A,      L,      1,       101.822478062431, 105.565343718979,  75.6574712729893,  0.155770168989531    
80,      0,       8,       P2,     2,       1,       3,       14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
81,      0,       8,       P2,     1,       7,       3,       15,      A,      L,      1,       94.534146220727,  79.9380887310278,  68.773744054952,   0.0581476285212284   
82,      0,       8,       P2,     1,       7,       3,       16,      B,      L,      1,       86.7587885836913, 74.806934604532,   NaN,               NaN                  
83,      0,       8,       P2,     1,       5,       3,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
84,      0,       8,       P2,     1,       5,       3,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
85,      0,       8,       P2,     1,       3,       3,       19,      A,      L,      1,       93.5943098186598, NaN,               72.8369937242261,  NaN                  
86,      0,       8,       P2,     1,       3,       3,       20,      B,      L,      1,       85.7051376209206, 68.7490364788016,  NaN,               NaN                  
87,      0,       8,       P2,     1,       1,       3,       21,      A,      D,      1,       120.253782192935, 70.3378325500655,  77.0995479107277,  NaN                  
88,      0,       8,       P2,     NaN,     NaN,     4,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
89,      0,       8,       P2,     6,       1,       4,       1,       A,      L,      1,       93.6009182763311, 62.2264759888674,  71.7387822653816,  NaN                  
90,      0,       8,       P2,     6,       1,       4,       2,       B,      L,      1,       96.7265800635931, 52.4860399171579,  20.6450546950525,  0.165838464698466    
91,      0,       8,       P2,     5,       7,       4,       3,       A,      L,      1,       67.4809832776855, 94.8353274582417,  109.912514536758,  NaN                  
92,      0,       8,       P2,     5,       7,       4,       4,       B,      L,      1,       69.1688374271802, 108.01349242531,   108.555438045103,  NaN                  
93,      0,       8,       P2,     5,       5,       4,       5,       A,      L,      1,       55.2583640884377, 93.870737576628,   87.7734291863641,  0.0317568145326245   
94,      0,       8,       P2,     5,       5,       4,       6,       B,      L,      1,       57.0133478271781, 105.779263141557,  99.3215781079454,  0.0336337762167279   
95,      0,       8,       P2,     5,       3,       4,       7,       A,      L,      1,       64.3261991169782, 128.510412363947,  121.625642667444,  0.0358581755026172   
96,      0,       8,       P2,     5,       3,       4,       8,       B,      L,      1,       67.8884090674017, 89.7512138523071,  80.6722640201794,  0.0472861970423318   
97,      0,       8,       P2,     5,       1,       4,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
98,      0,       8,       P2,     5,       1,       4,       10,      B,      L,      1,       126.050058142455, -9.61888046436877, -9.51448647784791, NaN                  
99,      0,       8,       P2,     4,       7,       4,       11,      A,      L,      1,       71.2441541097247, 101.437127174531,  96.4794440899787,  0.0258212660653773   
100,     0,       8,       P2,     4,       7,       4,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
101,     0,       8,       P2,     4,       5,       4,       13,      A,      L,      1,       60.2706090284503, 92.9833448815982,  87.2827090290915,  0.0296908117318057   
102,     0,       8,       P2,     4,       5,       4,       14,      B,      L,      1,       58.9409728021103, 105.828290706391,  108.735042968971,  NaN                  
103,     0,       8,       P2,     4,       3,       4,       15,      A,      L,      1,       66.1547561147827, 94.7075971220814,  120.306292239781,  NaN                  
104,     0,       8,       P2,     4,       3,       4,       16,      B,      L,      1,       64.5787244044658, 126.401122913274,  75.8731033406676,  NaN                  
105,     0,       8,       P2,     4,       1,       4,       17,      A,      L,      1,       122.358868985337, NaN,               173.492692768421,  NaN                  
106,     0,       8,       P2,     4,       1,       4,       18,      B,      L,      1,       101.709282800167, 28.7766440943858,  NaN,               NaN                  
107,     0,       8,       P2,     3,       7,       4,       19,      A,      L,      1,       93.5880299618822, NaN,               83.6793701399935,  NaN                  
108,     0,       8,       P2,     3,       7,       4,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
109,     0,       8,       P2,     NaN,     NaN,     4,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
110,     0,       8,       P2,     8,       7,       5,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
111,     0,       8,       P2,     8,       7,       5,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
112,     0,       8,       P2,     8,       5,       5,       2,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
113,     0,       8,       P2,     8,       5,       5,       3,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
114,     0,       8,       P2,     8,       3,       5,       4,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
115,     0,       8,       P2,     8,       3,       5,       5,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
116,     0,       8,       P2,     8,       1,       5,       6,       B,      D,      1,       140.031642345252, NaN,               19.4860922167732,  NaN                  
117,     0,       8,       P2,     7,       7,       5,       7,       A,      L,      1,       106.746358312987, 97.4335590859007,  95.7537182589467,  0.0087491709737187   
118,     0,       8,       P2,     7,       7,       5,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
119,     0,       8,       P2,     7,       5,       5,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
120,     0,       8,       P2,     7,       5,       5,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
121,     0,       8,       P2,     7,       3,       5,       11,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
122,     0,       8,       P2,     7,       3,       5,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
123,     0,       8,       P2,     7,       1,       5,       13,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
124,     0,       8,       P2,     7,       1,       5,       14,      B,      L,      1,       37.2042105290031, NaN,               125.59586062768,   NaN                  
125,     0,       8,       P2,     6,       7,       5,       15,      A,      L,      1,       81.3361545409511, 155.659402649092,  89.4917497622936,  NaN                  
126,     0,       8,       P2,     6,       7,       5,       16,      B,      L,      1,       102.825697998828, NaN,               125.802651452516,  NaN                  
127,     0,       8,       P2,     6,       5,       5,       17,      A,      L,      1,       69.8553840320664, 127.419200544107,  77.9751620681925,  NaN                  
128,     0,       8,       P2,     6,       5,       5,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
129,     0,       8,       P2,     6,       3,       5,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
130,     0,       8,       P2,     6,       3,       5,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
131,     0,       8,       P2,     NaN,     NaN,     5,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
132,     0,       13,      P4,     NaN,     NaN,     6,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
133,     0,       13,      P4,     6,       4,       6,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
134,     0,       13,      P4,     6,       4,       6,       2,       B,      L,      1,       85.9580248983453, 117.639451663355,  99.4727225366625,  0.094618380868192    
135,     0,       13,      P4,     6,       6,       6,       3,       A,      L,      1,       86.3287216116792, 120.01959404075,   102.831398356987,  0.0895218525195981   
136,     0,       13,      P4,     6,       6,       6,       4,       B,      L,      1,       88.2120841842042, 119.239124713481,  101.81825703816,   0.0907336858089652   
137,     0,       13,      P4,     6,       8,       6,       5,       A,      L,      1,       97.6762324154244, 127.755071868075,  110.460260680775,  0.090077141600516    
138,     0,       13,      P4,     6,       8,       6,       6,       B,      L,      1,       98.0397019456738, 123.175840078929,  105.257834800069,  0.0933229441607324   
139,     0,       13,      P4,     7,       2,       6,       7,       A,      L,      1,       91.9192055992501, 114.566846082557,  96.2809324169141,  0.0952391336752225   
140,     0,       13,      P4,     7,       2,       6,       8,       B,      L,      1,       94.3740170744098, 111.911432690106,  93.4579563014062,  0.0961118561911457   
141,     0,       13,      P4,     7,       4,       6,       9,       A,      L,      1,       88.5534609154754, 115.612239877882,  95.9229085907177,  0.102548600453979    
142,     0,       13,      P4,     7,       4,       6,       10,      B,      L,      1,       89.7509326734025, 117.338824328708,  98.3998855314775,  0.0986403062355767   
143,     0,       13,      P4,     7,       6,       6,       11,      A,      L,      1,       90.3475436608805, 117.835827255168,  98.9953902667434,  0.0981272759813774   
144,     0,       13,      P4,     7,       6,       6,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
145,     0,       13,      P4,     7,       8,       6,       13,      A,      L,      1,       102.432590935629, 130.831124758271,  111.881004385056,  0.0986985436104946   
146,     0,       13,      P4,     7,       8,       6,       14,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
147,     0,       13,      P4,     8,       2,       6,       15,      A,      L,      1,       97.3110266974335, 124.929931301669,  105.636346050226,  0.100487423184599    
148,     0,       13,      P4,     8,       2,       6,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
149,     0,       13,      P4,     8,       4,       6,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
150,     0,       13,      P4,     8,       4,       6,       18,      B,      L,      1,       95.3212376351681, 116.235008451313,  95.9895867896408,  0.105444904487879    
151,     0,       13,      P4,     8,       6,       6,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
152,     0,       13,      P4,     8,       6,       6,       20,      B,      L,      1,       98.4458990985912, 113.018752850873,  92.7750892572428,  0.105435747883489    
153,     0,       13,      P4,     8,       8,       6,       21,      A,      D,      1,       108.645771249128, 159.038734669779,  158.549875000927,  0.00254614410860644  
154,     0,       13,      P4,     NaN,     NaN,     7,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
155,     0,       13,      P4,     3,       8,       7,       1,       A,      L,      1,       109.605450796022, NaN,               NaN,               NaN                  
156,     0,       13,      P4,     3,       8,       7,       2,       B,      L,      1,       104.584047434558, NaN,               121.688598477518,  NaN                  
157,     0,       13,      P4,     4,       2,       7,       3,       A,      L,      1,       90.8831548524686, 132.908151454967,  NaN,               NaN                  
158,     0,       13,      P4,     4,       2,       7,       4,       B,      L,      1,       90.7616270097951, 124.761215119473,  108.68979335475,   0.0837053216912686   
159,     0,       13,      P4,     4,       4,       7,       5,       A,      L,      1,       85.1200089525898, 137.883137343545,  121.803294283856,  0.0837491826025438   
160,     0,       13,      P4,     4,       4,       7,       6,       B,      L,      1,       84.2673011198622, 135.483825514196,  119.209148850428,  0.0847639409571242   
161,     0,       13,      P4,     4,       6,       7,       7,       A,      L,      1,       88.0570717716079, 125.400483379195,  108.84987628219,   0.0862010786302315   
162,     0,       13,      P4,     4,       6,       7,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
163,     0,       13,      P4,     4,       8,       7,       9,       A,      L,      1,       101.028463768927, 129.522683679325,  111.9745355542,    0.0913966048183616   
164,     0,       13,      P4,     4,       8,       7,       10,      B,      L,      1,       98.9245839876032, 118.365120113576,  100.121223067846,  0.0950202971131785   
165,     0,       13,      P4,     5,       2,       7,       11,      A,      L,      1,       91.4010971226282, 129.7815384397,    114.647322161407,  0.0788240431161124   
166,     0,       13,      P4,     5,       2,       7,       12,      B,      L,      1,       90.3389484578247, 120.18288395102,   103.848087904691,  0.0850770627412935   
167,     0,       13,      P4,     5,       4,       7,       13,      A,      L,      1,       85.4038913540537, 127.25821954416,   110.862326472783,  0.0853952764134213   
168,     0,       13,      P4,     5,       4,       7,       14,      B,      L,      1,       86.0007006239306, 122.609111591186,  105.314990471871,  0.0900735474964314   
169,     0,       13,      P4,     5,       6,       7,       15,      A,      L,      1,       87.065317206958,  125.439099425168,  109.113926787496,  0.0850269408212091   
170,     0,       13,      P4,     5,       6,       7,       16,      B,      L,      1,       87.9769493710969, 119.936727880517,  102.955965703035,  0.0884414696743867   
171,     0,       13,      P4,     5,       8,       7,       17,      A,      L,      1,       96.9494770881232, 119.607685090484,  102.13081778268,   0.0910253505614825   
172,     0,       13,      P4,     5,       8,       7,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
173,     0,       13,      P4,     6,       2,       7,       19,      A,      L,      1,       89.719034231124,  132.259796935545,  115.555637789595,  0.0870008288851552   
174,     0,       13,      P4,     6,       2,       7,       20,      B,      L,      1,       91.598395492661,  119.39074063488,   102.537710650619,  0.0877761978346912   
175,     0,       13,      P4,     NaN,     NaN,     7,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
176,     0,       13,      P4,     1,       2,       8,       0,       A,      L,      1,       30.7266904818758, NaN,               NaN,               NaN                  
177,     0,       13,      P4,     1,       2,       8,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
178,     0,       13,      P4,     1,       4,       8,       2,       A,      L,      1,       104.7126329872,   NaN,               NaN,               NaN                  
179,     0,       13,      P4,     1,       4,       8,       3,       B,      L,      1,       98.5696715101893, 121.882097758105,  101.182079173869,  0.107812596792894    
180,     0,       13,      P4,     1,       6,       8,       4,       A,      L,      1,       113.799783223293, NaN,               NaN,               NaN                  
181,     0,       13,      P4,     1,       6,       8,       5,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
182,     0,       13,      P4,     1,       8,       8,       6,       B,      D,      1,       NaN,              NaN,               NaN,               NaN                  
183,     0,       13,      P4,     2,       2,       8,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
184,     0,       13,      P4,     2,       2,       8,       8,       B,      L,      1,       97.1554734915968, 108.941719000371,  117.186285516677,  NaN                  
185,     0,       13,      P4,     2,       4,       8,       9,       A,      L,      1,       91.9279193504973, 124.569998037506,  105.884144165974,  0.0973221555808971   
186,     0,       13,      P4,     2,       4,       8,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
187,     0,       13,      P4,     2,       6,       8,       11,      A,      L,      1,       98.235532178874,  105.902222395881,  87.6800431734289,  0.0949071834502709   
188,     0,       13,      P4,     2,       6,       8,       12,      B,      L,      1,       93.3687022512334, 122.37233567291,   103.695774599705,  0.0972737555896067   
189,     0,       13,      P4,     2,       8,       8,       13,      A,      L,      1,       131.781095416367, 116.774605572551,  89.6513911494616,  0.141266741786923    
190,     0,       13,      P4,     2,       8,       8,       14,      B,      L,      1,       117.505289807832, 204.573265104053,  NaN,               NaN                  
191,     0,       13,      P4,     3,       2,       8,       15,      A,      L,      1,       91.9959204952958, 132.686687753551,  116.37320368555,   0.0849660628541719   
192,     0,       13,      P4,     3,       2,       8,       16,      B,      L,      1,       92.4219505300865, 129.738613296278,  113.014857325922,  0.0871028956789388   
193,     0,       13,      P4,     3,       4,       8,       17,      A,      L,      1,       88.1794970353662, NaN,               107.326033807899,  NaN                  
194,     0,       13,      P4,     3,       4,       8,       18,      B,      L,      1,       85.5142789884357, 131.607833038863,  114.278547545684,  0.0902566952769748   
195,     0,       13,      P4,     3,       6,       8,       19,      A,      L,      1,       89.9696564317094, 144.289732730088,  127.35279565407,   0.0882132139375924   
196,     0,       13,      P4,     3,       6,       8,       20,      B,      L,      1,       88.8710842274472, 123.110324566794,  105.982863551508,  0.0892055261212808   
197,     0,       13,      P4,     NaN,     NaN,     8,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
198,     0,       13,      P4,     NaN,     NaN,     9,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
199,     0,       13,      P4,     3,       5,       9,       1,       A,      L,      1,       87.0457533230804, NaN,               101.824869002452,  NaN                  
200,     0,       13,      P4,     3,       5,       9,       2,       B,      L,      1,       85.5948389948002, 117.432498241694,  99.9700478619099,  0.090950262394708    
201,     0,       13,      P4,     3,       3,       9,       3,       A,      L,      1,       87.1959302364716, 131.817921069165,  115.653489161112,  0.0841897495211059   
202,     0,       13,      P4,     3,       3,       9,       4,       B,      L,      1,       86.0422679998476, 129.594640021465,  112.837388725793,  0.0872773504982904   
203,     0,       13,      P4,     3,       1,       9,       5,       A,      L,      1,       101.809660885482, 123.997459010305,  107.163705893872,  0.0876757974814212   
204,     0,       13,      P4,     3,       1,       9,       6,       B,      L,      1,       99.6789009153803, 123.738001165235,  106.61762806343,   0.0891686099052359   
205,     0,       13,      P4,     2,       7,       9,       7,       A,      L,      1,       105.716951615482, 116.575866849893,  NaN,               NaN                  
206,     0,       13,      P4,     2,       7,       9,       8,       B,      L,      1,       100.841242450258, 122.441133416012,  103.917206057389,  0.0964787883261625   
207,     0,       13,      P4,     2,       5,       9,       9,       A,      L,      1,       91.9423896969483, 121.291051942743,  102.7963670966,    0.0963264835736583   
208,     0,       13,      P4,     2,       5,       9,       10,      B,      L,      1,       89.4541202698566, 119.098274383041,  100.164319273932,  0.0986143495266085   
209,     0,       13,      P4,     2,       3,       9,       11,      A,      L,      1,       94.7831912284215, 122.360099428512,  104.118647304312,  0.0950075631468749   
210,     0,       13,      P4,     2,       3,       9,       12,      B,      L,      1,       92.1754470179949, 122.099662449119,  103.500535513492,  0.0968704527897249   
211,     0,       13,      P4,     2,       1,       9,       13,      A,      L,      1,       111.701400478582, 167.477536956548,  114.219794323678,  NaN                  
212,     0,       13,      P4,     2,       1,       9,       14,      B,      L,      1,       108.492588475145, NaN,               NaN,               NaN                  
213,     0,       13,      P4,     1,       7,       9,       15,      A,      L,      1,       140.705898482356, NaN,               109.113103112151,  NaN                  
214,     0,       13,      P4,     1,       7,       9,       16,      B,      L,      1,       121.268865329299, NaN,               132.551857741052,  NaN                  
215,     0,       13,      P4,     1,       5,       9,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
216,     0,       13,      P4,     1,       5,       9,       18,      B,      L,      1,       99.329032880316,  118.915915753569,  98.0291325005881,  0.108785329442607    
217,     0,       13,      P4,     1,       3,       9,       19,      A,      L,      1,       107.01169986436,  189.174523782023,  167.98885790097,   0.11034200979715     
218,     0,       13,      P4,     1,       3,       9,       20,      B,      L,      1,       102.188919018103, NaN,               NaN,               NaN                  
219,     0,       13,      P4,     1,       1,       9,       21,      A,      D,      1,       137.976667018561, 116.254106044002,  117.165091591359,  NaN                  
