# bicep3, run11 optical efficiency results, 20191228
BODY 
GCP,     MCE,     TILE,    MODULE, DET_COL, DET_ROW, MCE_COL, MCE_ROW, POL,    TYPE,   RGL,     RNTI,             PSAT_LN2,          PSAT_AMBIENT,      DPDT                 
46,      0,       8,       P25,    1,       4,       2,       2,       A,      L,      1,       107.257642634876, 157.530116718799,  140.535063715416,  0.0913712527063611   
47,      0,       8,       P25,    1,       4,       2,       3,       B,      L,      1,       104.504932722497, 148.824483932757,  130.539491565408,  0.0983064105771447   
48,      0,       8,       P25,    1,       6,       2,       4,       A,      L,      1,       118.060413534173, 205.713760179196,  189.129879964688,  0.089160646314557    
49,      0,       8,       P25,    1,       6,       2,       5,       B,      L,      1,       114.308055913918, 158.14242476548,   141.885757952792,  0.0874014344768161   
50,      0,       8,       P25,    1,       8,       2,       6,       B,      D,      1,       NaN,              NaN,               NaN,               NaN                  
51,      0,       8,       P25,    2,       2,       2,       7,       A,      L,      1,       102.593666369385, 156.469648855648,  139.294410743999,  0.0923399898475761   
52,      0,       8,       P25,    2,       2,       2,       8,       B,      L,      1,       100.072347472107, 176.893099225694,  159.650622506488,  0.0927014877376645   
53,      0,       8,       P25,    2,       4,       2,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
54,      0,       8,       P25,    2,       4,       2,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
55,      0,       8,       P25,    2,       6,       2,       11,      A,      L,      1,       110.433150354815, 170.055348534881,  153.535211167632,  0.0888179428346705   
56,      0,       8,       P25,    2,       6,       2,       12,      B,      L,      1,       108.441617929531, 164.933877172733,  147.547606680238,  0.0934745725402944   
57,      0,       8,       P25,    2,       8,       2,       13,      A,      L,      1,       126.519733330818, 182.131891525111,  165.71708891256,   0.0882516269491996   
58,      0,       8,       P25,    2,       8,       2,       14,      B,      L,      1,       125.719215487099, 179.841025691121,  161.662948319126,  0.0977315987741649   
59,      0,       8,       P25,    3,       2,       2,       15,      A,      L,      1,       97.975040605745,  175.4523995545,    158.398604189519,  0.0916870718547325   
60,      0,       8,       P25,    3,       2,       2,       16,      B,      L,      1,       96.1672616456963, 190.243531964259,  172.709491940082,  0.0942690323880503   
61,      0,       8,       P25,    3,       4,       2,       17,      A,      L,      1,       97.3941420382295, 169.928454799507,  153.026627752902,  0.0908700378849719   
62,      0,       8,       P25,    3,       4,       2,       18,      B,      L,      1,       95.136260523909,  167.03532253485,   149.019005295774,  0.0968619206401923   
63,      0,       8,       P25,    3,       6,       2,       19,      A,      L,      1,       104.989808696694, 172.801706785407,  155.755104269201,  0.0916484006247642   
64,      0,       8,       P25,    3,       6,       2,       20,      B,      L,      1,       103.776125205245, 188.030296934162,  171.461967554682,  0.0890770396746289   
65,      0,       8,       P25,    NaN,     NaN,     2,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
66,      0,       8,       P25,    NaN,     NaN,     3,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
67,      0,       8,       P25,    3,       5,       3,       1,       A,      L,      1,       98.7987994494127, 148.060157249795,  131.386153376901,  0.0896451821123316   
68,      0,       8,       P25,    3,       5,       3,       2,       B,      L,      1,       97.0213049972356, 154.833723166411,  137.371701840367,  0.093881835086256    
69,      0,       8,       P25,    3,       3,       3,       3,       A,      L,      1,       95.0467323634002, 149.680641013232,  132.715757674473,  0.0912090502083854   
70,      0,       8,       P25,    3,       3,       3,       4,       B,      L,      1,       93.7219419189448, 155.980292762419,  138.535279653374,  0.093790393059384    
71,      0,       8,       P25,    3,       1,       3,       5,       A,      L,      1,       101.866958097932, 162.486943622749,  146.229044012913,  0.0874080624184727   
72,      0,       8,       P25,    3,       1,       3,       6,       B,      L,      1,       99.6284803335605, 201.782271579027,  185.042300622421,  0.0899998438527214   
73,      0,       8,       P25,    2,       7,       3,       7,       A,      L,      1,       113.90519905014,  165.447610884133,  154.113328287047,  0.0609370032101421   
74,      0,       8,       P25,    2,       7,       3,       8,       B,      L,      1,       113.358511990768, 163.523898692818,  145.863112247691,  0.0949504647587482   
75,      0,       8,       P25,    2,       5,       3,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
76,      0,       8,       P25,    2,       5,       3,       10,      B,      L,      1,       101.010627051664, 154.81095935757,   137.8912357569,    0.0909662559175805   
77,      0,       8,       P25,    2,       3,       3,       11,      A,      L,      1,       100.344143908232, 150.936107304014,  134.343057982043,  0.0892099425912433   
78,      0,       8,       P25,    2,       3,       3,       12,      B,      L,      1,       98.4079933456521, 151.43635122053,   133.756154934803,  0.0950548187404705   
79,      0,       8,       P25,    2,       1,       3,       13,      A,      L,      1,       105.774159700357, 156.978233214654,  140.312914536597,  0.0895984875164386   
80,      0,       8,       P25,    2,       1,       3,       14,      B,      L,      1,       103.628034277725, 173.451771670358,  156.997483648231,  0.0884639140974552   
81,      0,       8,       P25,    1,       7,       3,       15,      A,      L,      1,       126.86521605335,  NaN,               193.207576661633,  NaN                  
82,      0,       8,       P25,    1,       7,       3,       16,      B,      L,      1,       120.519891381644, 157.764276743119,  140.023019388146,  0.0953831040589933   
83,      0,       8,       P25,    1,       5,       3,       17,      A,      L,      1,       110.359179564187, 172.589023155669,  156.097861178318,  0.0886621611685541   
84,      0,       8,       P25,    1,       5,       3,       18,      B,      L,      1,       108.02421850678,  156.779661447934,  140.525682415788,  0.0873869840437954   
85,      0,       8,       P25,    1,       3,       3,       19,      A,      L,      1,       105.766208168733, 155.34293912411,   138.122730163991,  0.0925817686027874   
86,      0,       8,       P25,    1,       3,       3,       20,      B,      L,      1,       103.726555595109, 150.497288005059,  132.40293146543,   0.0972814867721957   
87,      0,       8,       P25,    1,       1,       3,       21,      A,      D,      1,       112.865407566051, 191.880456011287,  192.700958613843,  NaN                  
88,      0,       8,       P25,    NaN,     NaN,     4,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
89,      0,       8,       P25,    6,       1,       4,       1,       A,      L,      1,       95.6965846102595, 171.348346608158,  154.32252906912,   0.0915366534356893   
90,      0,       8,       P25,    6,       1,       4,       2,       B,      L,      1,       94.1254933779606, 199.268279208338,  181.967180573603,  0.0930166593265286   
91,      0,       8,       P25,    5,       7,       4,       3,       A,      L,      1,       106.533645225898, 173.799998829629,  156.682781300257,  0.092028051233183    
92,      0,       8,       P25,    5,       7,       4,       4,       B,      L,      1,       106.137662707738, 172.075631090692,  154.053792988455,  0.0968916027001947   
93,      0,       8,       P25,    5,       5,       4,       5,       A,      L,      1,       94.5351490386728, 164.573354788874,  147.671382391402,  0.0908708193412499   
94,      0,       8,       P25,    5,       5,       4,       6,       B,      L,      1,       93.4320799669282, 160.609974056855,  143.151753112527,  0.0938614029264917   
95,      0,       8,       P25,    5,       3,       4,       7,       A,      L,      1,       89.2834088416567, 164.41672587649,   147.220059443891,  0.0924551958741862   
96,      0,       8,       P25,    5,       3,       4,       8,       B,      L,      1,       88.9592897465637, 164.493324179852,  146.693159874356,  0.0956998080940655   
97,      0,       8,       P25,    5,       1,       4,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
98,      0,       8,       P25,    5,       1,       4,       10,      B,      L,      1,       95.4925877051507, 204.274799570499,  187.534005419644,  0.090004269628251    
99,      0,       8,       P25,    4,       7,       4,       11,      A,      L,      1,       106.590845588834, 169.038914991028,  151.772871309281,  0.0928281918373479   
100,     0,       8,       P25,    4,       7,       4,       12,      B,      L,      1,       105.897181262278, 170.099083913087,  152.359028052742,  0.0953766444104592   
101,     0,       8,       P25,    4,       5,       4,       13,      A,      L,      1,       96.2545497380708, 159.954470716459,  143.020315325571,  0.0910438461875688   
102,     0,       8,       P25,    4,       5,       4,       14,      B,      L,      1,       94.8366962080064, 160.921807105518,  143.263393279189,  0.0949377087437031   
103,     0,       8,       P25,    4,       3,       4,       15,      A,      L,      1,       92.6529618029722, 159.308608637341,  144.286353504924,  0.0807648125398735   
104,     0,       8,       P25,    4,       3,       4,       16,      B,      L,      1,       91.9276216355729, 157.302748549133,  139.25188443031,   0.0970476565528121   
105,     0,       8,       P25,    4,       1,       4,       17,      A,      L,      1,       99.2140511918237, 171.480513369876,  154.675115335334,  0.0903516023362467   
106,     0,       8,       P25,    4,       1,       4,       18,      B,      L,      1,       97.1310992228609, 208.336823163133,  191.355016016481,  0.0913000384228609   
107,     0,       8,       P25,    3,       7,       4,       19,      A,      L,      1,       110.506063407721, 163.541158540859,  145.822858118603,  0.0952596796895491   
108,     0,       8,       P25,    3,       7,       4,       20,      B,      L,      1,       109.668680345729, 164.876139949917,  146.959337506346,  0.0963268948579067   
109,     0,       8,       P25,    NaN,     NaN,     4,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
110,     0,       8,       P25,    8,       7,       5,       0,       A,      L,      1,       119.598380622409, 224.508704882193,  206.895673581007,  0.0946937166730445   
111,     0,       8,       P25,    8,       7,       5,       1,       B,      L,      1,       129.52647001347,  179.513403487205,  162.599923867962,  0.0909326861249616   
112,     0,       8,       P25,    8,       5,       5,       2,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
113,     0,       8,       P25,    8,       5,       5,       3,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
114,     0,       8,       P25,    8,       3,       5,       4,       A,      L,      1,       91.9965752978852, 198.409809959014,  180.694174980615,  0.0952453493462329   
115,     0,       8,       P25,    8,       3,       5,       5,       B,      L,      1,       93.5821656600312, 195.090953494619,  177.332652203531,  0.0954747381241293   
116,     0,       8,       P25,    8,       1,       5,       6,       B,      D,      1,       100.675437403494, 217.861921782567,  200.966348216838,  0.0908364170200463   
117,     0,       8,       P25,    7,       7,       5,       7,       A,      L,      1,       110.416036827925, 174.601513538799,  157.050274213268,  0.0943615017501645   
118,     0,       8,       P25,    7,       7,       5,       8,       B,      L,      1,       120.701607840264, 134.996033224853,  176.411360003775,  NaN                  
119,     0,       8,       P25,    7,       5,       5,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
120,     0,       8,       P25,    7,       5,       5,       10,      B,      L,      1,       103.213358867469, 162.21249047787,   162.573984986176,  NaN                  
121,     0,       8,       P25,    7,       3,       5,       11,      A,      L,      1,       90.9970177316112, 192.632605498549,  175.652595032315,  0.091290378850723    
122,     0,       8,       P25,    7,       3,       5,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
123,     0,       8,       P25,    7,       1,       5,       13,      A,      L,      1,       93.9042314872111, 166.06210921924,   147.920120718737,  0.097537572583354    
124,     0,       8,       P25,    7,       1,       5,       14,      B,      L,      1,       92.7239910136666, 176.948217034995,  159.401338350715,  0.0943380574423653   
125,     0,       8,       P25,    6,       7,       5,       15,      A,      L,      1,       106.655515840939, 173.233248893263,  155.570062232629,  0.0949633691431915   
126,     0,       8,       P25,    6,       7,       5,       16,      B,      L,      1,       108.694496321793, 178.287418620582,  160.504595522312,  0.095606575797152    
127,     0,       8,       P25,    6,       5,       5,       17,      A,      L,      1,       95.0712350403379, 160.64657698888,   143.387618667744,  0.0927900985007292   
128,     0,       8,       P25,    6,       5,       5,       18,      B,      L,      1,       94.6882687265059, 180.429339827485,  162.779048945963,  0.094894036997432    
129,     0,       8,       P25,    6,       3,       5,       19,      A,      L,      1,       89.644252325655,  180.261480966399,  163.659570064754,  0.0892575854927188   
130,     0,       8,       P25,    6,       3,       5,       20,      B,      L,      1,       90.3980121013649, 186.936972129352,  169.055902689532,  0.0961347819345178   
131,     0,       8,       P25,    NaN,     NaN,     5,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
132,     0,       13,      P4,     NaN,     NaN,     6,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
133,     0,       13,      P4,     6,       4,       6,       1,       A,      L,      1,       85.7442983678272, 115.864244263319,  97.3603979006807,  0.0994830449604229   
134,     0,       13,      P4,     6,       4,       6,       2,       B,      L,      1,       86.0592998452268, 115.567831492757,  96.8521696312341,  0.100621837965175    
135,     0,       13,      P4,     6,       6,       6,       3,       A,      L,      1,       86.4207286643976, 117.738408609812,  99.5250404704401,  0.0979213340826441   
136,     0,       13,      P4,     6,       6,       6,       4,       B,      L,      1,       88.3293339419824, 196.096502953993,  98.6165009284634,  NaN                  
137,     0,       13,      P4,     6,       8,       6,       5,       A,      L,      1,       97.4614446570258, 125.944785793417,  108.381231469074,  0.0944277114211999   
138,     0,       13,      P4,     6,       8,       6,       6,       B,      L,      1,       97.990298423443,  121.293585123139,  103.396261144242,  0.0962221719295546   
139,     0,       13,      P4,     7,       2,       6,       7,       A,      L,      1,       91.7739016772195, 113.307762252567,  96.033439198154,   0.0928727045936169   
140,     0,       13,      P4,     7,       2,       6,       8,       B,      L,      1,       94.2876225339845, 110.51249538495,   92.9654342253441,  0.0943390384925037   
141,     0,       13,      P4,     7,       4,       6,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
142,     0,       13,      P4,     7,       4,       6,       10,      B,      L,      1,       89.7680377538941, 115.874114239392,  97.6381353575953,  0.0980428972139585   
143,     0,       13,      P4,     7,       6,       6,       11,      A,      L,      1,       90.3317351593167, 116.344325099343,  98.5530192073497,  0.0956521822150193   
144,     0,       13,      P4,     7,       6,       6,       12,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
145,     0,       13,      P4,     7,       8,       6,       13,      A,      L,      1,       102.249343799132, 129.393564108825,  111.585663832927,  0.0957413993327876   
146,     0,       13,      P4,     7,       8,       6,       14,      B,      L,      1,       103.965180801449, 130.277986231477,  112.695320064048,  0.0945304632657448   
147,     0,       13,      P4,     8,       2,       6,       15,      A,      L,      1,       97.1490356715227, 123.94213906971,   106.862010014853,  0.0918286508325675   
148,     0,       13,      P4,     8,       2,       6,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
149,     0,       13,      P4,     8,       4,       6,       17,      A,      L,      1,       92.5871960452338, NaN,               174.947838993696,  NaN                  
150,     0,       13,      P4,     8,       4,       6,       18,      B,      L,      1,       95.132141785133,  115.343049251774,  97.2442618513263,  0.0973053086045592   
151,     0,       13,      P4,     8,       6,       6,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
152,     0,       13,      P4,     8,       6,       6,       20,      B,      L,      1,       98.2938510278769, 112.112988954485,  94.0444203566509,  0.0971428419238415   
153,     0,       13,      P4,     8,       8,       6,       21,      A,      D,      1,       108.651614241723, 158.052684570576,  158.573685815042,  NaN                  
154,     0,       13,      P4,     NaN,     NaN,     7,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
155,     0,       13,      P4,     3,       8,       7,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
156,     0,       13,      P4,     3,       8,       7,       2,       B,      L,      1,       104.244323326342, 165.318689730803,  119.489219263834,  0.246395002510587    
157,     0,       13,      P4,     4,       2,       7,       3,       A,      L,      1,       91.0657079649646, 130.092128822918,  112.841169602426,  0.0927470925832888   
158,     0,       13,      P4,     4,       2,       7,       4,       B,      L,      1,       90.7922025053679, 121.922372245771,  104.215509123475,  0.0951981888295492   
159,     0,       13,      P4,     4,       4,       7,       5,       A,      L,      1,       85.0810005595558, 135.29683752757,   117.340320926739,  0.0965404118324278   
160,     0,       13,      P4,     4,       4,       7,       6,       B,      L,      1,       84.6423025399012, 132.526382212467,  114.142199634321,  0.0988396912803555   
161,     0,       13,      P4,     4,       6,       7,       7,       A,      L,      1,       88.0784747107662, 122.57095868876,   104.377513709019,  0.0978142203211859   
162,     0,       13,      P4,     4,       6,       7,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
163,     0,       13,      P4,     4,       8,       7,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
164,     0,       13,      P4,     4,       8,       7,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
165,     0,       13,      P4,     5,       2,       7,       11,      A,      L,      1,       91.1984885359584, 126.980930178786,  109.909663206304,  0.0917810052283955   
166,     0,       13,      P4,     5,       2,       7,       12,      B,      L,      1,       90.4560930891443, 117.568200819568,  99.7014408427362,  0.0960578493378062   
167,     0,       13,      P4,     5,       4,       7,       13,      A,      L,      1,       85.7148763946822, 124.693690017921,  105.67126924688,   0.102271079414195    
168,     0,       13,      P4,     5,       4,       7,       14,      B,      L,      1,       86.1470210667086, 120.038573596342,  101.419688350655,  0.10010153357896     
169,     0,       13,      P4,     5,       6,       7,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
170,     0,       13,      P4,     5,       6,       7,       16,      B,      L,      1,       88.00086799038,   117.399692614992,  99.1171931963676,  0.0982930076270143   
171,     0,       13,      P4,     5,       8,       7,       17,      A,      L,      1,       96.8643891434683, 117.392015679601,  98.8941582695397,  0.0994508462906495   
172,     0,       13,      P4,     5,       8,       7,       18,      B,      L,      1,       97.7788681055968, 206.617562963045,  185.30956834137,   0.114559110869224    
173,     0,       13,      P4,     6,       2,       7,       19,      A,      L,      1,       89.7449380049946, 129.930355322766,  112.712214350163,  0.0925706503903425   
174,     0,       13,      P4,     6,       2,       7,       20,      B,      L,      1,       91.6350091612332, 117.197646588964,  99.6553974582573,  0.0943131673693896   
175,     0,       13,      P4,     NaN,     NaN,     7,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
176,     0,       13,      P4,     1,       2,       8,       0,       A,      L,      1,       124.379863832685, NaN,               207.353545842604,  NaN                  
177,     0,       13,      P4,     1,       2,       8,       1,       B,      L,      1,       109.161487422594, 159.906198352222,  NaN,               NaN                  
178,     0,       13,      P4,     1,       4,       8,       2,       A,      L,      1,       104.43359536206,  NaN,               NaN,               NaN                  
179,     0,       13,      P4,     1,       4,       8,       3,       B,      L,      1,       98.4915024765838, 120.974245685919,  102.329853500177,  0.100238667665277    
180,     0,       13,      P4,     1,       6,       8,       4,       A,      L,      1,       113.036380613084, 155.480784350762,  NaN,               NaN                  
181,     0,       13,      P4,     1,       6,       8,       5,       B,      L,      1,       105.474993984739, 104.109214033509,  NaN,               NaN                  
182,     0,       13,      P4,     1,       8,       8,       6,       B,      D,      1,       172.178528724651, 202.361943195859,  197.226242759379,  0.0276112926692435   
183,     0,       13,      P4,     2,       2,       8,       7,       A,      L,      1,       101.491514182219, 124.926702509244,  107.107830506096,  0.095800387113701    
184,     0,       13,      P4,     2,       2,       8,       8,       B,      L,      1,       97.0569847191745, 134.11590382932,   116.219281102678,  0.0962184017561397   
185,     0,       13,      P4,     2,       4,       8,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
186,     0,       13,      P4,     2,       4,       8,       10,      B,      L,      1,       90.6205339064275, 117.903548590197,  99.5089136414746,  0.0988958868210859   
187,     0,       13,      P4,     2,       6,       8,       11,      A,      L,      1,       98.1405836960084, 104.395903730074,  86.4515637517267,  0.0964749461201463   
188,     0,       13,      P4,     2,       6,       8,       12,      B,      L,      1,       93.3516918097387, 120.532532162882,  102.013011898892,  0.0995673132472579   
189,     0,       13,      P4,     2,       8,       8,       13,      A,      L,      1,       131.773538749175, 121.503793047787,  104.058873620851,  0.0937898893921323   
190,     0,       13,      P4,     2,       8,       8,       14,      B,      L,      1,       117.461165023661, 173.606374781962,  182.134118832862,  NaN                  
191,     0,       13,      P4,     3,       2,       8,       15,      A,      L,      1,       92.0014922441305, 130.420345327789,  112.983696629341,  0.0937454231099386   
192,     0,       13,      P4,     3,       2,       8,       16,      B,      L,      1,       92.3178997701049, 127.791794614696,  110.097228809855,  0.0951320742195736   
193,     0,       13,      P4,     3,       4,       8,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
194,     0,       13,      P4,     3,       4,       8,       18,      B,      L,      1,       85.5388048618585, 129.477423675933,  111.243170126777,  0.0980336212320193   
195,     0,       13,      P4,     3,       6,       8,       19,      A,      L,      1,       89.9276563656231, 142.082587567196,  124.615981500584,  0.0939064842290971   
196,     0,       13,      P4,     3,       6,       8,       20,      B,      L,      1,       88.9392652126842, 120.728709497163,  102.26051189104,   0.0992913849791547   
197,     0,       13,      P4,     NaN,     NaN,     8,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
198,     0,       13,      P4,     NaN,     NaN,     9,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
199,     0,       13,      P4,     3,       5,       9,       1,       A,      L,      1,       86.6405784996635, 116.564921424338,  98.4728574234942,  0.0972691612948576   
200,     0,       13,      P4,     3,       5,       9,       2,       B,      L,      1,       85.6667404001334, 115.16151565634,   96.5133537334402,  0.100258935069352    
201,     0,       13,      P4,     3,       3,       9,       3,       A,      L,      1,       87.2209746477954, 129.456379097163,  112.153671545168,  0.0930253094193319   
202,     0,       13,      P4,     3,       3,       9,       4,       B,      L,      1,       86.0925569681078, 127.060507665426,  109.052999130841,  0.0968145620138957   
203,     0,       13,      P4,     3,       1,       9,       5,       A,      L,      1,       101.795982945308, 121.757310000778,  103.997847031819,  0.0954809837040812   
204,     0,       13,      P4,     3,       1,       9,       6,       B,      L,      1,       99.7477051678501, 121.457823531943,  103.478617721412,  0.0966623968308116   
205,     0,       13,      P4,     2,       7,       9,       7,       A,      L,      1,       105.74985227815,  111.686625819579,  99.8728301530701,  0.063515030465102    
206,     0,       13,      P4,     2,       7,       9,       8,       B,      L,      1,       100.709126117565, 120.450386463025,  101.873687939894,  0.0998747232426408   
