# bicep3, run08 optical efficiency results, 20161114
BODY 
GCP,     MCE,     TILE,    MODULE, DET_COL, DET_ROW, MCE_COL, MCE_ROW, POL,    TYPE,   RGL,     RNTI,             PSAT_LN2,          PSAT_AMBIENT,      DPDT                 
17,      0,       8,       P2,     8,       4,       0,       17,      A,      L,      1,       97.7426411170171, 93.436044065226,   88.1013629155913,  0.0277847976543473   
18,      0,       8,       P2,     8,       4,       0,       18,      B,      L,      1,       103.124053802131, 99.1040579093628,  99.8342181142413,  NaN                  
19,      0,       8,       P2,     8,       6,       0,       19,      A,      L,      1,       123.83906874974,  95.078820830664,   85.1711339078017,  0.0516025360565744   
20,      0,       8,       P2,     8,       6,       0,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
21,      0,       8,       P2,     8,       8,       0,       21,      A,      D,      1,       NaN,              NaN,               NaN,               NaN                  
22,      0,       8,       P2,     NaN,     NaN,     1,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
23,      0,       8,       P2,     3,       8,       1,       1,       A,      L,      1,       91.4032740119264, 74.2685328306022,  2.77695357071229,  NaN                  
24,      0,       8,       P2,     3,       8,       1,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
25,      0,       8,       P2,     4,       2,       1,       3,       A,      L,      1,       78.1797515223771, 2.91267995014262,  3.73080008780921,  NaN                  
26,      0,       8,       P2,     4,       2,       1,       4,       B,      L,      1,       79.6043810241169, 3.04226004887953,  3.94545203408163,  NaN                  
27,      0,       8,       P2,     4,       4,       1,       5,       A,      L,      1,       64.3141703430011, 83.4333260243826,  34.3310465459401,  NaN                  
28,      0,       8,       P2,     4,       4,       1,       6,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
29,      0,       8,       P2,     4,       6,       1,       7,       A,      L,      1,       71.4461618056785, 82.324834796439,   93.1952928072874,  NaN                  
30,      0,       8,       P2,     4,       6,       1,       8,       B,      L,      1,       114.889210777498, 25.4604122394618,  NaN,               NaN                  
31,      0,       8,       P2,     4,       8,       1,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
32,      0,       8,       P2,     4,       8,       1,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
33,      0,       8,       P2,     5,       2,       1,       11,      A,      L,      1,       90.6684890528356, 118.449823555363,  120.760863845177,  NaN                  
34,      0,       8,       P2,     5,       2,       1,       12,      B,      L,      1,       86.1306322155596, 119.228733343153,  NaN,               NaN                  
35,      0,       8,       P2,     5,       4,       1,       13,      A,      L,      1,       64.7972141718337, NaN,               NaN,               NaN                  
36,      0,       8,       P2,     5,       4,       1,       14,      B,      L,      1,       65.1377002853013, 168.537633765627,  NaN,               NaN                  
37,      0,       8,       P2,     5,       6,       1,       15,      A,      L,      1,       64.8950882953469, NaN,               167.511709389812,  NaN                  
38,      0,       8,       P2,     5,       6,       1,       16,      B,      L,      1,       67.3688150928367, NaN,               NaN,               NaN                  
39,      0,       8,       P2,     5,       8,       1,       17,      A,      L,      1,       106.084038089022, NaN,               102.920315473117,  NaN                  
40,      0,       8,       P2,     5,       8,       1,       18,      B,      L,      1,       106.028765957465, 90.9152251826498,  100.678182012046,  NaN                  
41,      0,       8,       P2,     6,       2,       1,       19,      A,      L,      1,       94.3659531838191, 123.819536864642,  133.915008688233,  NaN                  
42,      0,       8,       P2,     6,       2,       1,       20,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
43,      0,       8,       P2,     NaN,     NaN,     1,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
44,      0,       8,       P2,     1,       2,       2,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
45,      0,       8,       P2,     1,       2,       2,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
46,      0,       8,       P2,     1,       4,       2,       2,       A,      L,      1,       82.4158101500893, 89.756783024801,   84.3461029913637,  0.0281806251741522   
47,      0,       8,       P2,     1,       4,       2,       3,       B,      L,      1,       81.753025565745,  NaN,               82.0244724265506,  NaN                  
48,      0,       8,       P2,     1,       6,       2,       4,       A,      L,      1,       102.034555234405, 90.3636090097669,  85.9960892360467,  0.0227474988214597   
49,      0,       8,       P2,     1,       6,       2,       5,       B,      L,      1,       90.6224424407741, 131.311155039121,  125.019975991069,  0.0327665575419361   
50,      0,       8,       P2,     1,       8,       2,       6,       B,      D,      1,       NaN,              NaN,               NaN,               NaN                  
51,      0,       8,       P2,     2,       2,       2,       7,       A,      L,      1,       99.9547967580205, 91.0849925011512,  81.7733900379932,  0.0484979294956143   
52,      0,       8,       P2,     2,       2,       2,       8,       B,      L,      1,       88.1160793165934, 87.7138054754971,  81.4414547103652,  0.0326684935683952   
53,      0,       8,       P2,     2,       4,       2,       9,       A,      L,      1,       76.8140082129928, 81.4560067282701,  74.1959855538174,  0.0378126102836081   
54,      0,       8,       P2,     2,       4,       2,       10,      B,      L,      1,       69.9533329042662, 117.895441610579,  182.549030908114,  NaN                  
55,      0,       8,       P2,     2,       6,       2,       11,      A,      L,      1,       83.4548118112151, 90.6642457363612,  89.8070241184413,  0.00446469592666652  
56,      0,       8,       P2,     2,       6,       2,       12,      B,      L,      1,       76.0902159259912, 80.2531826700823,  77.9576607639836,  0.0119558432609305   
57,      0,       8,       P2,     2,       8,       2,       13,      A,      L,      1,       116.812584183954, 69.6118459207184,  29.6794064772448,  0.207981455434758    
58,      0,       8,       P2,     2,       8,       2,       14,      B,      L,      1,       109.56398640001,  84.0255896845093,  73.6199007182743,  0.0541962966991405   
59,      0,       8,       P2,     3,       2,       2,       15,      A,      L,      1,       84.1561967509613, 108.067873634278,  106.179560097451,  0.00983496633764159  
60,      0,       8,       P2,     3,       2,       2,       16,      B,      L,      1,       80.9396288427427, 78.3991615914462,  74.5686586279887,  0.0199505362680081   
61,      0,       8,       P2,     3,       4,       2,       17,      A,      L,      1,       63.1408069717459, 158.779236760662,  184.4351869077,    NaN                  
62,      0,       8,       P2,     3,       4,       2,       18,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
63,      0,       8,       P2,     3,       6,       2,       19,      A,      L,      1,       63.5587898534385, 131.734280621587,  140.84275427641,   NaN                  
64,      0,       8,       P2,     3,       6,       2,       20,      B,      L,      1,       60.667173122092,  NaN,               NaN,               NaN                  
65,      0,       8,       P2,     NaN,     NaN,     2,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
66,      0,       8,       P2,     NaN,     NaN,     3,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
67,      0,       8,       P2,     3,       5,       3,       1,       A,      L,      1,       71.0835380145853, 160.396365647189,  NaN,               NaN                  
68,      0,       8,       P2,     3,       5,       3,       2,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
69,      0,       8,       P2,     3,       3,       3,       3,       A,      L,      1,       79.423185727597,  NaN,               NaN,               NaN                  
70,      0,       8,       P2,     3,       3,       3,       4,       B,      L,      1,       75.4667923507662, 205.795426368706,  NaN,               NaN                  
71,      0,       8,       P2,     3,       1,       3,       5,       A,      L,      1,       149.620831373266, NaN,               NaN,               NaN                  
72,      0,       8,       P2,     3,       1,       3,       6,       B,      L,      1,       116.927046794053, NaN,               92.1620163308611,  NaN                  
73,      0,       8,       P2,     2,       7,       3,       7,       A,      L,      1,       108.234661823299, 146.445283062896,  111.348504142581,  0.182795723543304    
74,      0,       8,       P2,     2,       7,       3,       8,       B,      L,      1,       97.4685516029165, 122.982485974421,  112.95835703762,   0.0522090048791745   
75,      0,       8,       P2,     2,       5,       3,       9,       A,      L,      1,       98.5128719209695, 115.768800653982,  114.648313763593,  0.00583586922077294  
76,      0,       8,       P2,     2,       5,       3,       10,      B,      L,      1,       75.4104846237135, NaN,               102.132855256809,  NaN                  
77,      0,       8,       P2,     2,       3,       3,       11,      A,      L,      1,       97.0026101941209, 78.7768650994673,  69.3783380310463,  0.0489506618146929   
78,      0,       8,       P2,     2,       3,       3,       12,      B,      L,      1,       78.6512928291836, 73.1209594025741,  102.869779750683,  NaN                  
79,      0,       8,       P2,     2,       1,       3,       13,      A,      L,      1,       101.184974794715, 88.9401685562775,  78.5063964361709,  0.0543425631255549   
80,      0,       8,       P2,     2,       1,       3,       14,      B,      L,      1,       97.1401568083182, 78.5060867076431,  72.7929281512698,  0.0297560341477776   
81,      0,       8,       P2,     1,       7,       3,       15,      A,      L,      1,       93.8124377072023, 114.558799320425,  68.4331182613795,  0.240237922182527    
82,      0,       8,       P2,     1,       7,       3,       16,      B,      L,      1,       88.0441012198914, 72.5697734216338,  66.2295859277194,  0.0330218098641375   
83,      0,       8,       P2,     1,       5,       3,       17,      A,      L,      1,       86.088514870532,  73.551111983211,   72.6361870479764,  0.00476523403768018  
84,      0,       8,       P2,     1,       5,       3,       18,      B,      L,      1,       83.840726283791,  70.753795262643,   66.7568512458942,  0.0208174167539003   
85,      0,       8,       P2,     1,       3,       3,       19,      A,      L,      1,       89.3807248311007, 76.7220802624074,  86.4400003212928,  NaN                  
86,      0,       8,       P2,     1,       3,       3,       20,      B,      L,      1,       88.1616405494709, 65.2622048285205,  9.40145451185514,  NaN                  
87,      0,       8,       P2,     1,       1,       3,       21,      A,      D,      1,       119.858895008832, 74.0920611517123,  75.6566254227403,  NaN                  
88,      0,       8,       P2,     NaN,     NaN,     4,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
89,      0,       8,       P2,     6,       1,       4,       1,       A,      L,      1,       93.1724397080752, 77.3562620133702,  73.0007808038079,  0.02268479796647     
90,      0,       8,       P2,     6,       1,       4,       2,       B,      L,      1,       96.2253348615305, 61.9602138999211,  20.2621813520902,  0.217177252853286    
91,      0,       8,       P2,     5,       7,       4,       3,       A,      L,      1,       66.9954677843721, 120.71266264854,   112.078624429493,  0.0449689490575384   
92,      0,       8,       P2,     5,       7,       4,       4,       B,      L,      1,       68.6330070766495, 92.4654520128492,  111.169743882932,  NaN                  
93,      0,       8,       P2,     5,       5,       4,       5,       A,      L,      1,       54.9358791299987, 94.76609211708,    89.3262234599311,  0.0283326492559842   
94,      0,       8,       P2,     5,       5,       4,       6,       B,      L,      1,       56.6609475591069, 127.401519497694,  266.080955912875,  NaN                  
95,      0,       8,       P2,     5,       3,       4,       7,       A,      L,      1,       64.0146861725032, 129.937314043724,  124.009548704976,  0.0308737778059822   
96,      0,       8,       P2,     5,       3,       4,       8,       B,      L,      1,       67.5482686806809, 111.905811994404,  80.9545499399859,  0.161204489866759    
97,      0,       8,       P2,     5,       1,       4,       9,       A,      L,      1,       111.431247665221, NaN,               46.3365064519395,  NaN                  
98,      0,       8,       P2,     5,       1,       4,       10,      B,      L,      1,       125.775251124562, -45.5847624089433, 7.82000897363273,  NaN                  
99,      0,       8,       P2,     4,       7,       4,       11,      A,      L,      1,       70.9898013460774, 99.2752152444468,  90.7224569148325,  0.0445456163000743   
100,     0,       8,       P2,     4,       7,       4,       12,      B,      L,      1,       71.6914930296148, NaN,               103.229814071668,  NaN                  
101,     0,       8,       P2,     4,       5,       4,       13,      A,      L,      1,       60.0633646789251, 82.6604097737382,  102.568098445623,  NaN                  
102,     0,       8,       P2,     4,       5,       4,       14,      B,      L,      1,       58.7395584184844, 97.9060691851001,  100.709158624448,  NaN                  
103,     0,       8,       P2,     4,       3,       4,       15,      A,      L,      1,       65.767677116562,  90.8692584546194,  101.713571430608,  NaN                  
104,     0,       8,       P2,     4,       3,       4,       16,      B,      L,      1,       64.1891815245332, 127.768047481758,  130.364844911209,  NaN                  
105,     0,       8,       P2,     4,       1,       4,       17,      A,      L,      1,       119.517217576669, -294.781215965724, -263.97704738056,  NaN                  
106,     0,       8,       P2,     4,       1,       4,       18,      B,      L,      1,       103.383486117048, 42.8077136837805,  42.7919349784006,  8.2180757187005e-05  
107,     0,       8,       P2,     3,       7,       4,       19,      A,      L,      1,       92.2272460316768, 92.5799941748199,  89.4976463549341,  0.0160538948952384   
108,     0,       8,       P2,     3,       7,       4,       20,      B,      L,      1,       81.9714195067917, 109.036907432917,  NaN,               NaN                  
109,     0,       8,       P2,     NaN,     NaN,     4,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
110,     0,       8,       P2,     8,       7,       5,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
111,     0,       8,       P2,     8,       7,       5,       1,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
112,     0,       8,       P2,     8,       5,       5,       2,       A,      L,      1,       126.856684782964, 92.8209669187544,  89.7992775802172,  0.015737965304881    
113,     0,       8,       P2,     8,       5,       5,       3,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
114,     0,       8,       P2,     8,       3,       5,       4,       A,      L,      1,       100.000224969832, 103.671715124696,  93.4660263697998,  0.0531546289317528   
115,     0,       8,       P2,     8,       3,       5,       5,       B,      L,      1,       116.091708195402, NaN,               95.287340649164,   NaN                  
116,     0,       8,       P2,     8,       1,       5,       6,       B,      D,      1,       137.665593753122, 60.1412487338671,  62.0300621890879,  NaN                  
117,     0,       8,       P2,     7,       7,       5,       7,       A,      L,      1,       106.385567462545, 109.224790980717,  94.4561574500223,  0.0769199663057034   
118,     0,       8,       P2,     7,       7,       5,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
119,     0,       8,       P2,     7,       5,       5,       9,       A,      L,      1,       79.6340217816073, NaN,               NaN,               NaN                  
120,     0,       8,       P2,     7,       5,       5,       10,      B,      L,      1,       94.0770955673271, 97.7347023558168,  NaN,               NaN                  
121,     0,       8,       P2,     7,       3,       5,       11,      A,      L,      1,       92.5986936652704, 126.505084828934,  108.273405677827,  0.0949566622453522   
122,     0,       8,       P2,     7,       3,       5,       12,      B,      L,      1,       88.9933774700588, 102.107381578749,  88.5603210951313,  0.070557606685508    
123,     0,       8,       P2,     7,       1,       5,       13,      A,      L,      1,       123.101434732216, NaN,               97.570899861302,   NaN                  
124,     0,       8,       P2,     7,       1,       5,       14,      B,      L,      1,       125.132655554286, 96.7537580360059,  94.5623503538988,  0.0114135816776411   
125,     0,       8,       P2,     6,       7,       5,       15,      A,      L,      1,       81.08868748774,   161.002924297022,  150.547021842377,  0.0544578252846093   
126,     0,       8,       P2,     6,       7,       5,       16,      B,      L,      1,       101.654373086024, NaN,               122.577794306949,  NaN                  
127,     0,       8,       P2,     6,       5,       5,       17,      A,      L,      1,       69.6682644300555, 87.5437281273558,  NaN,               NaN                  
128,     0,       8,       P2,     6,       5,       5,       18,      B,      L,      1,       75.3031181842642, NaN,               170.982893191025,  NaN                  
129,     0,       8,       P2,     6,       3,       5,       19,      A,      L,      1,       78.708735444613,  NaN,               110.287969758899,  NaN                  
130,     0,       8,       P2,     6,       3,       5,       20,      B,      L,      1,       84.2895893634487, NaN,               NaN,               NaN                  
131,     0,       8,       P2,     NaN,     NaN,     5,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
132,     0,       13,      P4,     NaN,     NaN,     6,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
133,     0,       13,      P4,     6,       4,       6,       1,       A,      L,      1,       85.4332802835405, 195.707859417798,  176.566477231672,  0.0996946988860737   
134,     0,       13,      P4,     6,       4,       6,       2,       B,      L,      1,       85.626281452359,  118.191817033175,  101.71352672619,   0.0858244286822117   
135,     0,       13,      P4,     6,       6,       6,       3,       A,      L,      1,       86.1468015475546, 120.545035155883,  104.860427684574,  0.0816906639130681   
136,     0,       13,      P4,     6,       6,       6,       4,       B,      L,      1,       87.9912345093608, 119.820891287716,  103.874852779445,  0.0830522838972431   
137,     0,       13,      P4,     6,       8,       6,       5,       A,      L,      1,       97.5874161535854, 128.359176665709,  112.489005216153,  0.0826571429664363   
138,     0,       13,      P4,     6,       8,       6,       6,       B,      L,      1,       97.970256698883,  123.786903796795,  107.350018723099,  0.0856087764254971   
139,     0,       13,      P4,     7,       2,       6,       7,       A,      L,      1,       91.7999687543253, 115.044315565126,  98.2714495781003,  0.0873586770157586   
140,     0,       13,      P4,     7,       2,       6,       8,       B,      L,      1,       94.2580054506635, 112.368625240092,  95.4545766763189,  0.0880940029363192   
141,     0,       13,      P4,     7,       4,       6,       9,       A,      L,      1,       88.2335617058477, 116.191374108381,  98.1309041079796,  0.0940649479187588   
142,     0,       13,      P4,     7,       4,       6,       10,      B,      L,      1,       89.6085763876186, 117.801543618617,  100.449221177048,  0.0903766793831702   
143,     0,       13,      P4,     7,       6,       6,       11,      A,      L,      1,       90.2324773295986, 118.224098917246,  100.946436163591,  0.0899878268419557   
144,     0,       13,      P4,     7,       6,       6,       12,      B,      L,      1,       91.5316885860254, 117.839654728319,  100.556706491386,  0.0900153554006918   
145,     0,       13,      P4,     7,       8,       6,       13,      A,      L,      1,       102.358497879129, 131.479935191786,  114.078079901676,  0.0906346629693228   
146,     0,       13,      P4,     7,       8,       6,       14,      B,      L,      1,       104.033716061984, 210.332542254719,  115.140801596956,  NaN                  
147,     0,       13,      P4,     8,       2,       6,       15,      A,      L,      1,       97.2265804723798, 125.548332212115,  107.808312272237,  0.0923959371868625   
148,     0,       13,      P4,     8,       2,       6,       16,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
149,     0,       13,      P4,     8,       4,       6,       17,      A,      L,      1,       91.9769602939316, 119.310969528898,  174.653724527336,  NaN                  
150,     0,       13,      P4,     8,       4,       6,       18,      B,      L,      1,       95.1865040589955, 116.745784294184,  98.1443407564661,  0.0968825184256129   
151,     0,       13,      P4,     8,       6,       6,       19,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
152,     0,       13,      P4,     8,       6,       6,       20,      B,      L,      1,       98.3117402896816, 113.554086928064,  94.9616959978855,  0.0968353694280128   
153,     0,       13,      P4,     8,       8,       6,       21,      A,      D,      1,       108.671836524963, 159.784123184682,  159.528890779958,  0.00132933544127412  
154,     0,       13,      P4,     NaN,     NaN,     7,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
155,     0,       13,      P4,     3,       8,       7,       1,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
156,     0,       13,      P4,     3,       8,       7,       2,       B,      L,      1,       104.162954448425, 141.153299934642,  124.274788058333,  0.0879089160224459   
157,     0,       13,      P4,     4,       2,       7,       3,       A,      L,      1,       91.0828162073925, 133.673808307896,  119.618373490407,  0.0732053896744213   
158,     0,       13,      P4,     4,       2,       7,       4,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
159,     0,       13,      P4,     4,       4,       7,       5,       A,      L,      1,       85.0165579540834, 138.691379743441,  123.896407765104,  0.0770571457205048   
160,     0,       13,      P4,     4,       4,       7,       6,       B,      L,      1,       84.2980117409111, 136.317173741176,  121.163715633573,  0.0789242609770982   
161,     0,       13,      P4,     4,       6,       7,       7,       A,      L,      1,       87.9277415424634, 126.124488636699,  110.971502900345,  0.0789218007101767   
162,     0,       13,      P4,     4,       6,       7,       8,       B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
163,     0,       13,      P4,     4,       8,       7,       9,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
164,     0,       13,      P4,     4,       8,       7,       10,      B,      L,      1,       NaN,              NaN,               NaN,               NaN                  
165,     0,       13,      P4,     5,       2,       7,       11,      A,      L,      1,       91.279334510787,  129.881804364026,  116.413476327199,  0.0701475418584731   
166,     0,       13,      P4,     5,       2,       7,       12,      B,      L,      1,       90.2332189360983, 120.89302480069,   105.89569947537,   0.0781110694027061   
167,     0,       13,      P4,     5,       4,       7,       13,      A,      L,      1,       85.1833099870804, 128.218252881695,  113.221649821387,  0.0781073076057692   
168,     0,       13,      P4,     5,       4,       7,       14,      B,      L,      1,       85.7328820191838, 123.378991518268,  107.694745890268,  0.081688779312499    
169,     0,       13,      P4,     5,       6,       7,       15,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
170,     0,       13,      P4,     5,       6,       7,       16,      B,      L,      1,       87.8458008095094, 120.751063910817,  104.931838578322,  0.0823917986067454   
171,     0,       13,      P4,     5,       8,       7,       17,      A,      L,      1,       96.801904076084,  120.401626890267,  104.577846391446,  0.0824155234313573   
172,     0,       13,      P4,     5,       8,       7,       18,      B,      L,      1,       97.7546887698115, 132.09853763788,   115.683891469784,  0.0854929487921686   
173,     0,       13,      P4,     6,       2,       7,       19,      A,      L,      1,       89.6365493591641, 133.070566106659,  117.69208552065,   0.0800962530521279   
174,     0,       13,      P4,     6,       2,       7,       20,      B,      L,      1,       91.4676296115435, 120.132013344183,  104.665650701887,  0.0805539720952926   
175,     0,       13,      P4,     NaN,     NaN,     7,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
176,     0,       13,      P4,     1,       2,       8,       0,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
177,     0,       13,      P4,     1,       2,       8,       1,       B,      L,      1,       108.562344444632, NaN,               NaN,               NaN                  
178,     0,       13,      P4,     1,       4,       8,       2,       A,      L,      1,       104.513576692636, NaN,               NaN,               NaN                  
179,     0,       13,      P4,     1,       4,       8,       3,       B,      L,      1,       98.4753924636946, 122.774682641524,  103.672107012176,  0.0994925814028565   
180,     0,       13,      P4,     1,       6,       8,       4,       A,      L,      1,       113.682150177798, NaN,               NaN,               NaN                  
181,     0,       13,      P4,     1,       6,       8,       5,       B,      L,      1,       105.323121672664, 110.558142621169,  92.7212635579274,  0.0929004117877191   
182,     0,       13,      P4,     1,       8,       8,       6,       B,      D,      1,       171.061703299413, -44.3797578346739, NaN,               NaN                  
183,     0,       13,      P4,     2,       2,       8,       7,       A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
184,     0,       13,      P4,     2,       2,       8,       8,       B,      L,      1,       97.0877682985929, 136.736855708734,  119.710062991552,  0.0886812120686522   
185,     0,       13,      P4,     2,       4,       8,       9,       A,      L,      1,       91.8477054527583, 125.525387884901,  108.269177199782,  0.0898760973183325   
186,     0,       13,      P4,     2,       4,       8,       10,      B,      L,      1,       90.4671709877422, 120.561671618982,  102.994848916886,  0.0914938682400817   
187,     0,       13,      P4,     2,       6,       8,       11,      A,      L,      1,       98.0858476367986, 106.665392662284,  89.8374182583419,  0.0876457000205302   
188,     0,       13,      P4,     2,       6,       8,       12,      B,      L,      1,       93.2916825363844, 123.302345821388,  106.132100460826,  0.0894283612529262   
189,     0,       13,      P4,     2,       8,       8,       13,      A,      L,      1,       131.64430312855,  122.842042214738,  100.197738281305,  0.11793908298663     
190,     0,       13,      P4,     2,       8,       8,       14,      B,      L,      1,       117.385320193104, NaN,               NaN,               NaN                  
191,     0,       13,      P4,     3,       2,       8,       15,      A,      L,      1,       91.9562739516599, 133.728334404075,  118.649568617725,  0.0785352384705704   
192,     0,       13,      P4,     3,       2,       8,       16,      B,      L,      1,       92.3443146146158, 130.796680622648,  115.429189700485,  0.080039015219596    
193,     0,       13,      P4,     3,       4,       8,       17,      A,      L,      1,       NaN,              NaN,               NaN,               NaN                  
194,     0,       13,      P4,     3,       4,       8,       18,      B,      L,      1,       85.4130663808149, 132.740389692237,  116.815093318764,  0.0829442519451726   
195,     0,       13,      P4,     3,       6,       8,       19,      A,      L,      1,       89.9081078280182, 145.342834722243,  129.878363493743,  0.0805441209817698   
196,     0,       13,      P4,     3,       6,       8,       20,      B,      L,      1,       88.7669996569405, 124.135970284499,  108.378336105727,  0.0820710113477696   
197,     0,       13,      P4,     NaN,     NaN,     8,       21,      ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
198,     0,       13,      P4,     NaN,     NaN,     9,       0,       ,       O,      1,       NaN,              NaN,               NaN,               NaN                  
199,     0,       13,      P4,     3,       5,       9,       1,       A,      L,      1,       86.5072481586211, 119.543744565616,  104.06318135642,   0.0806279333812264   
200,     0,       13,      P4,     3,       5,       9,       2,       B,      L,      1,       85.4771320219374, 118.183162273836,  102.257339177995,  0.0829469952908359   
201,     0,       13,      P4,     3,       3,       9,       3,       A,      L,      1,       87.1623006344669, 132.638773068343,  117.875995705524,  0.0768894654313461   
202,     0,       13,      P4,     3,       3,       9,       4,       B,      L,      1,       85.9520736817855, 130.362609913199,  115.247781365352,  0.078723065353373    
203,     0,       13,      P4,     3,       1,       9,       5,       A,      L,      1,       101.739022117648, 124.765524794631,  109.233114817823,  0.0808979686292049   
204,     0,       13,      P4,     3,       1,       9,       6,       B,      L,      1,       99.6406597570431, 124.49800541503,   108.915616493182,  0.0811582756346252   
205,     0,       13,      P4,     2,       7,       9,       7,       A,      L,      1,       105.617196297062, 113.243035847539,  99.4586809481518,  0.0717935151009766   
206,     0,       13,      P4,     2,       7,       9,       8,       B,      L,      1,       100.715936435184, 123.121153385565,  106.225285793236,  0.0879993103767099   
207,     0,       13,      P4,     2,       5,       9,       9,       A,      L,      1,       91.9054052166851, 121.991302984259,  105.035991273597,  0.0883089151596977   
208,     0,       13,      P4,     2,       5,       9,       10,      B,      L,      1,       89.4849848196624, 119.694275579345,  102.361310145579,  0.0902758616341968   
209,     0,       13,      P4,     2,       3,       9,       11,      A,      L,      1,       94.4048174431448, 123.356864840957,  106.692704947138,  0.086792499446972    
210,     0,       13,      P4,     2,       3,       9,       12,      B,      L,      1,       92.0720114835665, 122.89139271531,   105.838044824131,  0.0888195202665562   
